hunmin,jamo,chosung,simplified,traditional,intonation,priority
찬위,ㅊㅏㄴㅇㅜㅣ,ㅊㅇ,参与 ,,"1,4",1
찬지,ㅊㅏㄴㅈㅣ,ㅊㅈ,残疾 ,,"2,2",1
찬쿠,ㅊㅏㄴㅋㅜ,ㅊㅋ,残酷 ,,"2,4",1
찬팅,ㅊㅏㄴㅌㅣㅇ,ㅊㅌ,餐厅 ,,"1,1",1
창,ㅊㅏㅇ,ㅊ,藏,藏,2,1
창,ㅊㅏㅇ,ㅊ,舱,舱,1,2
창 바이,ㅊㅏㅇㅂㅏㅇㅣ,ㅊㅂㅇ,苍白 ,,"1,2",1
창추,ㅊㅏㅇㅊㅜ,ㅊㅊ,仓促 ,,"1,4",1
창쿠,ㅊㅏㅇㅋㅜ,ㅊㅋ,仓库 ,,"1,4",1
챠,ㅊㅑ,ㅊ,茶,茶,3,3
챠,ㅊㅑ,ㅊ,查,查,3,1
챠,ㅊㅑ,ㅊ,察,察,3,6
챠,ㅊㅑ,ㅊ,插,插,1,4
챠,ㅊㅑ,ㅊ,叉,叉,1,5
챠,ㅊㅑ,ㅊ,差,差,1,2
챠 부 둬,ㅊㅑㅂㅜㄷㅜㅓ,ㅊㅂㄷ,差不多 ,,"4,0,1",1
챠볘,ㅊㅑㅂㅖ,ㅊㅂ,差别 ,,"1,2",1
챠오,ㅊㅑㅇㅗ,ㅊㅇ,朝,朝,2,3
챠오,ㅊㅑㅇㅗ,ㅊㅇ,潮,潮,2,4
챠오,ㅊㅑㅇㅗ,ㅊㅇ,炒,炒,3,2
챠오,ㅊㅑㅇㅗ,ㅊㅇ,吵,吵,3,6
챠오,ㅊㅑㅇㅗ,ㅊㅇ,抄,抄,1,5
챠오,ㅊㅑㅇㅗ,ㅊㅇ,超,超,1,1
챠오 궈,ㅊㅑㅇㅗㄱㅜㅓ,ㅊㅇㄱ,超过 ,,"1,4",1
챠오 다이,ㅊㅑㅇㅗㄷㅏㅇㅣ,ㅊㅇㄷㅇ,朝代 ,,"2,4",1
챠오 류,ㅊㅑㅇㅗㄹㅠ,ㅊㅇㄹ,潮流 ,,"2,2",1
챠오 몐,ㅊㅑㅇㅗㅁㅖㄴ,ㅊㅇㅁ,炒面,,"3,4",1
챠오 시아오,ㅊㅑㅇㅗㅅㅣㅇㅏㅇㅗ,ㅊㅇㅅㅇㅇ,嘲笑 ,,"2,4",1
챠오 ᄵᅳ,ㅊㅑㅇㅗㅅ`ᅳ,ㅊㅇㅅ`,潮湿 ,,"2,1",2
챠오 ᄵᅳ,ㅊㅑㅇㅗㅅ`ᅳ,ㅊㅇㅅ`,超市 ,,"1,4",1
챠오 웨,ㅊㅑㅇㅗㅇㅜㅔ,ㅊㅇㅇ,超越 ,,"1,4",1
챠오 지,ㅊㅑㅇㅗㅈㅣ,ㅊㅇㅈ,超级 ,,"1,2",1
챠오 지아,ㅊㅑㅇㅗㅈㅣㅇㅏ,ㅊㅇㅈㅇ,吵架 ,,"3,4",1
챠이,ㅊㅑㅇㅣ,ㅊㅇ,柴,柴,2,2
챠이,ㅊㅑㅇㅣ,ㅊㅇ,拆,拆,1,1
챠이,ㅊㅑㅇㅣ,ㅊㅇ,差,差,1,3
챠이,ㅊㅑㅇㅣ,ㅊㅇ,诧异 ,,"4,4",1
챠이 유,ㅊㅑㅇㅣㅇㅠ,ㅊㅇㅇ,柴油 ,,"2,2",1
챠쥐,ㅊㅑㅈㅜㅣ,ㅊㅈ,差距 ,,"1,4",1
챠쯔,ㅊㅑㅉㅡ,ㅊㅉ,叉子 ,,"1,0",1
챠훠,ㅊㅑㅎㅜㅓ,ㅊㅎ,查获 ,,"2,4",1
챤,ㅊㅑㄴ,ㅊ,产,"産,產",3,1
챤 더우,ㅊㅑㄴㄷㅓㅇㅜ,ㅊㄷㅇ,颤抖 ,,"4,3",1
챤 ᄛᅡ오,ㅊㅑㄴㄹ`ㅏㅇㅗ,ㅊㄹ`ㅇ,缠绕 ,,"2,4",1
챤셩,ㅊㅑㄴㅅㅕㅇ,ㅊㅅ,产生 ,,"3,1",1
챤슈,ㅊㅑㄴㅅㅠ,ㅊㅅ,阐述 ,,"3,4",1
챤예,ㅊㅑㄴㅇㅖ,ㅊㅇ,产业 ,,"3,4",1
챤핀,ㅊㅑㄴㅍㅣㄴ,ㅊㅍ,产品 ,,"3,3",1
챵,ㅊㅑㅇ,ㅊ,常,常,2,1
챵,ㅊㅑㅇ,ㅊ,偿,償,2,9
챵,ㅊㅑㅇ,ㅊ,尝,嘗,2,7
챵,ㅊㅑㅇ,ㅊ,场,场,2,11
챵,ㅊㅑㅇ,ㅊ,肠,肠,2,5
챵,ㅊㅑㅇ,ㅊ,长,长,2,2
챵,ㅊㅑㅇ,ㅊ,唱,唱,4,3
챵,ㅊㅑㅇ,ㅊ,厂,廠,3,4
챵,ㅊㅑㅇ,ㅊ,场,场,3,8
챵,ㅊㅑㅇ,ㅊ,敞,敞,3,10
챵,ㅊㅑㅇ,ㅊ,昌,昌,1,6
챵 다오,ㅊㅑㅇㄷㅏㅇㅗ,ㅊㄷㅇ,倡导 ,,"4,3",1
챵 시아오,ㅊㅑㅇㅅㅣㅇㅏㅇㅗ,ㅊㅅㅇㅇ,畅销 ,,"3,1",1
챵 지앙,ㅊㅑㅇㅈㅣㅇㅏㅇ,ㅊㅈㅇ,长江 ,,"2,1",1
챵 카이,ㅊㅑㅇㅋㅏㅇㅣ,ㅊㅋㅇ,敞开 ,,"3,1",1
챵거,ㅊㅑㅇㄱㅓ,ㅊㄱ,唱歌 ,,"4,1",1
챵녠,ㅊㅑㅇㄴㅖㄴ,ㅊㄴ,常年 ,,"2,2",1
챵몐,ㅊㅑㅇㅁㅖㄴ,ㅊㅁ,场面 ,,"3,4",1
챵셩,ㅊㅑㅇㅅㅕㅇ,ㅊㅅ,昌盛 ,,"1,4",1
챵숴,ㅊㅑㅇㅅㅜㅓ,ㅊㅅ,场所 ,,"3,3",1
챵ᄵᅳ,ㅊㅑㅇㅅ`ᅳ,ㅊㅅ`,尝试 ,,"2,4",1
챵ᄵᅳ,ㅊㅑㅇㅅ`ᅳ,ㅊㅅ`,常识 ,,"2,2",2
챵ᄵᅳ,ㅊㅑㅇㅅ`ᅳ,ㅊㅅ`,偿失 ,,"2,1",3
챵우,ㅊㅑㅇㅇㅜ,ㅊㅇ,常务 ,,"2,4",1
챵이,ㅊㅑㅇㅇㅣ,ㅊㅇ,倡议 ,,"4,4",1
챵졘,ㅊㅑㅇㅈㅖㄴ,ㅊㅈ,常见 ,,"2,4",1
챵쳥,ㅊㅑㅇㅊㅕㅇ,ㅊㅊ,长城 ,,"2,2",1
챵츄,ㅊㅑㅇㅊㅠ,ㅊㅊ,长处 ,,"2,0",1
챵쾅,ㅊㅑㅇㅋㅗㅏㅇ,ㅊㅋ,猖狂 ,,"1,2",1
챵투,ㅊㅑㅇㅌㅜ,ㅊㅌ,长途 ,,"2,2",1
챵퉁,ㅊㅑㅇㅌㅜㅇ,ㅊㅌ,畅通 ,,"4,1",1
챵허,ㅊㅑㅇㅎㅓ,ㅊㅎ,场合 ,,"3,2",1
챵환,ㅊㅑㅇㅎㅗㅏㄴ,ㅊㅎ,偿还 ,,"2,2",1
처량,ㅊㅓㄹㅑㅇ,ㅊㄹ,测量 ,,"4,2",1
처뤠,ㅊㅓㄹㅜㅔ,ㅊㄹ,策略 ,,"4,4",1
처몐,ㅊㅓㅁㅖㄴ,ㅊㅁ,侧面 ,,"4,4",1
처숴,ㅊㅓㅅㅜㅓ,ㅊㅅ,厕所 ,,"4,3",1
처옌,ㅊㅓㅇㅖㄴ,ㅊㅇ,测验 ,,"4,4",1
처화,ㅊㅓㅎㅗㅏ,ㅊㅎ,策划 ,,"4,4",1
찬,ㅊㅏㄴ,ㅊ,参,參,1,1
청,ㅊㅓㅇ,ㅊ,曾,曾,3,1
청,ㅊㅓㅇ,ㅊ,层,層,3,2
청 뎬 치,ㅊㅓㅇㄷㅖㄴㅊㅣ,ㅊㄷㅊ,充电器 ,,"1,4,4",1
청 츄 부 치웅,ㅊㅓㅇㅊㅠㅂㅜㅊㅣㅇㅜㅇ,ㅊㅊㅂㅊㅇ,层出不穷 ,,"2,1,4,2",1
청징,ㅊㅓㅇㅈㅣㅇ,ㅊㅈ,曾经 ,,"2,1",1
청츠,ㅊㅓㅇㅊㅡ,ㅊㅊ,层次 ,,"2,4",1
쳐,ㅊㅕ,ㅊ,彻,徹,4,2
쳐,ㅊㅕ,ㅊ,车,车,1,1
쳐,ㅊㅕ,ㅊ,尺,尺,3,3
쳐 시아오,ㅊㅕㅅㅣㅇㅏㅇㅗ,ㅊㅅㅇㅇ,撤销 ,,"4,1",1
쳐 시앙,ㅊㅕㅅㅣㅇㅏㅇ,ㅊㅅㅇ,车厢 ,,"1,1",1
쳐디,ㅊㅕㄷㅣ,ㅊㄷ,彻底 ,,"4,3",1
쳐량,ㅊㅕㄹㅑㅇ,ㅊㄹ,车辆 ,,"1,4",1
쳐쿠,ㅊㅕㅋㅜ,ㅊㅋ,车库 ,,"1,4",1
쳔,ㅊㅕㄴ,ㅊ,晨,晨,2,5
쳔,ㅊㅕㄴ,ㅊ,尘,塵,2,4
쳔,ㅊㅕㄴ,ㅊ,陈,陳,2,1
쳔,ㅊㅕㄴ,ㅊ,沉,沉,2,3
쳔,ㅊㅕㄴ,ㅊ,趁,趁,4,2
쳔,ㅊㅕㄴ,ㅊ,衬,襯,4,6
쳔,ㅊㅕㄴ,ㅊ,称,稱,4,7
쳔 신 ᄛᅮ 이,ㅊㅕㄴㅅㅣㄴㄹ`ᅮㅇㅣ,ㅊㅅㄹ`ㅇ,称心如意 ,,"4,1,2,4",1
쳔 쥬오,ㅊㅕㄴㅈㅠㅇㅗ,ㅊㅈㅇ,沉着 ,,"2,2",1
쳔 지우,ㅊㅕㄴㅈㅣㅇㅜ,ㅊㅈㅇ,陈旧 ,,"2,4",1
쳔뎬,ㅊㅕㄴㄷㅖㄴ,ㅊㄷ,沉淀 ,,"2,4",1
쳔례,ㅊㅕㄴㄹㅖ,ㅊㄹ,陈列 ,,"2,4",1
쳔먼,ㅊㅕㄴㅁㅓㄴ,ㅊㅁ,沉闷 ,,"2,4",1
쳔모,ㅊㅕㄴㅁㅗ,ㅊㅁ,沉默 ,,"2,4",1
쳔샨,ㅊㅕㄴㅅㅑㄴ,ㅊㅅ,衬衫 ,,"4,1",1
쳔슈,ㅊㅕㄴㅅㅠ,ㅊㅅ,陈述 ,,"2,4",1
쳔쓰,ㅊㅕㄴㅆㅡ,ㅊㅆ,沉思 ,,"2,1",1
쳔즁,ㅊㅕㄴㅈㅠㅇ,ㅊㅈ,沉重 ,,"2,4",1
쳥,ㅊㅕㅇ,ㅊ,橙,橙,2,8
쳥,ㅊㅕㅇ,ㅊ,城,城,2,2
쳥,ㅊㅕㅇ,ㅊ,成,成,2,1
쳥,ㅊㅕㅇ,ㅊ,诚,诚,2,7
쳥,ㅊㅕㅇ,ㅊ,乘,乘,2,5
쳥,ㅊㅕㅇ,ㅊ,承,承,2,6
쳥,ㅊㅕㅇ,ㅊ,程,程,2,4
쳥,ㅊㅕㅇ,ㅊ,称,稱,1,3
쳥 바오,ㅊㅕㅇㅂㅏㅇㅗ,ㅊㅂㅇ,城堡 ,,"2,3",2
쳥 바오,ㅊㅕㅇㅂㅏㅇㅗ,ㅊㅂㅇ,承包 ,,"2,1",1
쳥 쇼우,ㅊㅕㅇㅅㅛㅇㅜ,ㅊㅅㅇ,承受 ,,"2,4",1
쳥 시아오,ㅊㅕㅇㅅㅣㅇㅏㅇㅗ,ㅊㅅㅇㅇ,成效 ,,"2,4",1
쳥 우 위안,ㅊㅕㅇㅇㅜㅇㅜㅣㅇㅏㄴ,ㅊㅇㅇㅇ,乘务员 ,,"2,4,2",1
쳥 웨이,ㅊㅕㅇㅇㅜㅔㅇㅣ,ㅊㅇㅇ,成为 ,,"2,2",1
쳥 위안,ㅊㅕㅇㅇㅜㅣㅇㅏㄴ,ㅊㅇㅇ,成员 ,,"2,2",1
쳥 지아오,ㅊㅕㅇㅈㅣㅇㅏㅇㅗ,ㅊㅈㅇㅇ,成交 ,,"2,1",1
쳥 지우,ㅊㅕㅇㅈㅣㅇㅜ,ㅊㅈㅇ,成就 ,,"2,4",1
쳥 하오,ㅊㅕㅇㅎㅏㅇㅗ,ㅊㅎㅇ,称号 ,,"1,4",1
쳥궁,ㅊㅕㅇㄱㅜㅇ,ㅊㄱ,成功 ,,"2,1",1
쳥궈,ㅊㅕㅇㄱㅜㅓ,ㅊㄱ,成果 ,,"2,3",1
쳥눠,ㅊㅕㅇㄴㅜㅓ,ㅊㄴ,承诺 ,,"2,4",1
쳥단,ㅊㅕㅇㄷㅏㄴ,ㅊㄷ,承担 ,,"2,1",1
쳥두,ㅊㅕㅇㄷㅜ,ㅊㄷ,程度 ,,"2,4",1
쳥리,ㅊㅕㅇㄹㅣ,ㅊㄹ,成立 ,,"2,4",1
쳥ᄛᅥᆫ,ㅊㅕㅇㄹ`ㅓㄴ,ㅊ,承认 ,,"2,4",1
쳥반,ㅊㅕㅇㅂㅏㄴ,ㅊㅂ,承办 ,,"2,4",1
쳥번 ,ㅊㅕㅇㅂㅓㄴ,ㅊㅂ,成本 ,,"2,3",1
쳥셴,ㅊㅕㅇㅅㅖㄴ,ㅊㅅ,呈现 ,,"2,4",1
쳥쉬,ㅊㅕㅇㅅㅜㅣ,ㅊㅅ,程序 ,,"2,4",1
쳥슈,ㅊㅕㅇㅅㅠ,ㅊㅅ,成熟 ,,"2,2",1
쳥신,ㅊㅕㅇㅅㅣㄴ,ㅊㅅ,成心 ,,"2,1",1
쳥ᄵᅳ,ㅊㅕㅇㅅ`ᅳ,ㅊㅅ`,城市 ,,"2,4",1
쳥ᄵᅳ,ㅊㅕㅇㅅ`ᅳ,ㅊㅅ`,诚实 ,,"2,2",2
쳥위,ㅊㅕㅇㅇㅜㅣ,ㅊㅇ,成语 ,,"2,3",1
쳥잔,ㅊㅕㅇㅈㅏㄴ,ㅊㅈ,称赞 ,,"1,4",1
쳥쟝,ㅊㅕㅇㅈㅑㅇ,ㅊㅈ,成长 ,,"2,3",1
쳥줘,ㅊㅕㅇㅈㅜㅓ,ㅊㅈ,乘坐 ,,"2,4",1
쳥지,ㅊㅕㅇㅈㅣ,ㅊㅈ,成绩 ,,"2,4",1
쳥ᅍᅳ,ㅊㅕㅇㅈ`ᅳ,ㅊㅈ`,诚挚 ,,"2,4",1
쳥컨,ㅊㅕㅇㅋㅓㄴ,ㅊㅋ,诚恳 ,,"2,3",1
쳥톈,ㅊㅕㅇㅌㅖㄴ,ㅊㅌ,成天 ,,"2,1",1
쳥ᅗᅥᆫ,ㅊㅕㅇㅍ`ㅓㄴ,ㅊㅍ`,成分 ,,"2,4",1
쳥후,ㅊㅕㅇㅎㅜ,ㅊㅎ,称呼 ,,"1,0",1
쳬,ㅊㅖ,ㅊ,切,切,4,3
쳬,ㅊㅖ,ㅊ,且,且,3,2
쳬,ㅊㅖ,ㅊ,切,切,1,1
쳬 얼 부 셔,ㅊㅖㅇㅓㄹㅂㅜㅅㅕ,ㅊㅇㅂㅅ,锲而不舍 ,,"4,2,4,3",1
쳬ᄵᅳ,ㅊㅖㅅ`ᅳ,ㅊㅅ`,切实 ,,"4,2",1
쳰,ㅊㅖㄴ,ㅊ,前,前,2,1
쳰,ㅊㅖㄴ,ㅊ,钱,錢,2,2
쳰,ㅊㅖㄴ,ㅊ,歉,歉,4,10
쳰,ㅊㅖㄴ,ㅊ,欠,欠,4,6
쳰,ㅊㅖㄴ,ㅊ,浅,淺,3,3
쳰,ㅊㅖㄴ,ㅊ,牵,牽,1,7
쳰,ㅊㅖㄴ,ㅊ,谦,谦,1,9
쳰,ㅊㅖㄴ,ㅊ,千,千,1,5
쳰,ㅊㅖㄴ,ㅊ,签,"簽,籤",1,4
쳰,ㅊㅖㄴ,ㅊ,铅,铅,1,8
쳰 베이,ㅊㅖㄴㅂㅔㅇㅣ,ㅊㅂㅇ,前辈 ,,"2,4",1
쳰 이 모 화,ㅊㅖㄴㅇㅣㅁㅗㅎㅗㅏ,ㅊㅇㅁㅎ,潜移默化 ,,"2,2,4,4",1
쳰 지우,ㅊㅖㄴㅈㅣㅇㅜ,ㅊㅈㅇ,迁就 ,,"1,4",1
쳰 ᅗᅡᆼ 바이 지,ㅊㅖㄴㅍ`ㅏㅇㅂㅏㅇㅣㅈㅣ,ㅊㅍ`ㅂㅇㅈ,千方百计 ,,"1,1,3,4",1
쳰딩,ㅊㅖㄴㄷㅣㅇ,ㅊㄷ,签订 ,,"1,4",1
쳰리,ㅊㅖㄴㄹㅣ,ㅊㄹ,潜力 ,,"2,4",1
쳰몐,ㅊㅖㄴㅁㅖㄴ,ㅊㅁ,前面 ,,"2,0",1
쳰비,ㅊㅖㄴㅂㅣ,ㅊㅂ,铅笔 ,,"1,3",1
쳰쉬,ㅊㅖㄴㅅㅜㅣ,ㅊㅅ,谦虚 ,,"1,1",1
쳰쉰,ㅊㅖㄴㅅㅜㅣㄴ,ㅊㅅ,谦逊 ,,"1,4",1
쳰슈,ㅊㅖㄴㅅㅠ,ㅊㅅ,签署 ,,"1,3",1
쳰완,ㅊㅖㄴㅇㅗㅏㄴ,ㅊㅇ,千万 ,,"1,4",1
쳰이,ㅊㅖㄴㅇㅣ,ㅊㅇ,衬衣 ,,"4,1",1
쳰저,ㅊㅖㄴㅈㅓ,ㅊㅈ,谴责 ,,"3,2",1
쳰졍,ㅊㅖㄴㅈㅕㅇ,ㅊㅈ,签证 ,,"1,4",1
쳰징,ㅊㅖㄴㅈㅣㅇ,ㅊㅈ,前景 ,,"2,3",1
쳰ᅍᅳ,ㅊㅖㄴㅈ`ᅳ,ㅊㅈ`,牵制 ,,"1,4",1
쳰쯔,ㅊㅖㄴㅉㅡ,ㅊㅉ,签字 ,,"1,4",1
쳰쳐,ㅊㅖㄴㅊㅕ,ㅊㅊ,牵扯 ,,"1,3",1
쳰투,ㅊㅖㄴㅌㅜ,ㅊㅌ,前途 ,,"2,2",1
쳰티,ㅊㅖㄴㅌㅣ,ㅊㅌ,前提 ,,"2,2",1
초우,ㅊㅗㅇㅜ,ㅊㅇ,凑,凑,4,1
초우 허,ㅊㅗㅇㅜㅎㅓ,ㅊㅇㅎ,凑合 ,,"4,0",1
쵸우,ㅊㅛㅇㅜ,ㅊㅇ,愁,愁,3,3
쵸우,ㅊㅛㅇㅜ,ㅊㅇ,酬,酬,2,5
쵸우,ㅊㅛㅇㅜ,ㅊㅇ,绸,绸,2,6
쵸우,ㅊㅛㅇㅜ,ㅊㅇ,臭,臭,4,4
쵸우,ㅊㅛㅇㅜ,ㅊㅇ,丑,丑,3,2
쵸우,ㅊㅛㅇㅜ,ㅊㅇ,抽,抽,1,1
쵸우 미,ㅊㅛㅇㅜㅁㅣ,ㅊㅇㅁ,稠密 ,,"2,4",1
쵸우 베이,ㅊㅛㅇㅜㅂㅔㅇㅣ,ㅊㅇㅂㅇ,筹备 ,,"2,4",1
쵸우 시앙,ㅊㅛㅇㅜㅅㅣㅇㅏㅇ,ㅊㅇㅅㅇ,抽象 ,,"1,4",1
쵸우 어,ㅊㅛㅇㅜㅇㅓ,ㅊㅇㅇ,丑恶 ,,"3,4",1
쵸우 옌,ㅊㅛㅇㅜㅇㅖㄴ,ㅊㅇㅇ,抽烟 ,,"1,1",1
쵸우 쿵,ㅊㅛㅇㅜㅋㅜㅇ,ㅊㅇㅋ,抽空 ,,"1,4",1
쵸우 티,ㅊㅛㅇㅜㅌㅣ,ㅊㅇㅌ,抽屉 ,,"1,0",1
추,ㅊㅜ,ㅊ,醋,醋,4,2
추,ㅊㅜ,ㅊ,促,促,4,3
추,ㅊㅜ,ㅊ,粗,粗,1,1
추루,ㅊㅜㄹㅜ,ㅊㄹ,粗鲁 ,,"1,3",1
추신,ㅊㅜㅅㅣㄴ,ㅊㅅ,粗心 ,,"1,1",1
추ᄵᅳ,ㅊㅜㅅ`ᅳ,ㅊㅅ`,促使 ,,"4,3",1
추이,ㅊㅜㅇㅣ,ㅊㅇ,脆,脆,4,2
추이,ㅊㅜㅇㅣ,ㅊㅇ,催,催,1,1
추이 ᄛᅯ,ㅊㅜㅇㅣㄹ`ㅜㅓ,ㅊㅇㄹ`,脆弱 ,,"4,4",1
추이 찬,ㅊㅜㅇㅣㅊㅏㄴ,ㅊㅇㅊ,摧残 ,,"1,2",1
추진,ㅊㅜㅈㅣㄴ,ㅊㅈ,促进 ,,"4,4",1
춘 ,ㅊㅜㄴ,ㅊ,存,存,2,1
춘 ,ㅊㅜㄴ,ㅊ,寸,寸,4,2
춘 ,ㅊㅜㄴ,ㅊ,村,村,1,3
춘 자이,ㅊㅜㄴㅈㅏㅇㅣ,ㅊㅈㅇ,存在 ,,"2,4",1
춘 투 비 졍,ㅊㅜㄴㅌㅜㅂㅣㅈㅕㅇ,ㅊㅌㅂㅈ,寸土必争,,"4,3,4,1",1
충,ㅊㅜㅇ,ㅊ,匆,匆,1,3
충,ㅊㅜㅇ,ㅊ,聪,聰,1,2
충,ㅊㅜㅇ,ㅊ,从,從,2,1
충 라이,ㅊㅜㅇㄹㅏㅇㅣ,ㅊㄹㅇ,从来 ,,"2,2",1
충 ᄛᅮᆼ 부 포,ㅊㅜㅇㄹ`ᅮㅇㅂㅜㅍㅗ,ㅊㄹ`ㅂㅍ,从容不迫 ,,"2,2,2,4",1
충 시아오,ㅊㅜㅇㅅㅣㅇㅏㅇㅗ,ㅊㅅㅇㅇ,从小 ,,"2,3",1
충망,ㅊㅜㅇㅁㅏㅇ,ㅊㅁ,匆忙 ,,"1,2",1
충밍,ㅊㅜㅇㅁㅣㅇ,ㅊㅁ,聪明 ,,"1,0",1
충ᄵᅳ,ㅊㅜㅇㅅ`ᅳ,ㅊㅅ`,从事 ,,"2,4",1
충얼,ㅊㅜㅇㅇㅓㄹ,ㅊㅇ,从而 ,,"2,2",1
충쳰,ㅊㅜㅇㅊㅖㄴ,ㅊㅊ,从前 ,,"2,2",1
충츠,ㅊㅜㅇㅊㅡ,ㅊㅊ,从此 ,,"2,3",1
춰,ㅊㅜㅓ,ㅊ,措,措,4,2
춰,ㅊㅜㅓ,ㅊ,错,錯,4,1
춰궈,ㅊㅜㅓㄱㅜㅓ,ㅊㄱ,错过 ,,"4,4",1
춰샹,ㅊㅜㅓㅅㅑㅇ,ㅊㅅ,磋商 ,,"1,1",1
춰ᄵᅳ,ㅊㅜㅓㅅ`ᅳ,ㅊㅅ`,措施 ,,"4,1",1
춰우,ㅊㅜㅓㅇㅜ,ㅊㅇ,错误 ,,"4,4",1
춰져,ㅊㅜㅓㅈㅕ,ㅊㅈ,挫折 ,,"4,2",1
췌,ㅊㅜㅔ,ㅊ,却,却,4,1
췌,ㅊㅜㅔ,ㅊ,确,確,4,3
췌,ㅊㅜㅔ,ㅊ,缺,缺,1,2
췌 바오,ㅊㅜㅔㅂㅏㅇㅗ,ㅊㅂㅇ,确保 ,,"4,3",1
췌 샤오,ㅊㅜㅔㅅㅑㅇㅗ,ㅊㅅㅇ,缺少 ,,"1,3",1
췌 커우,ㅊㅜㅔㅋㅓㅇㅜ,ㅊㅋㅇ,缺口 ,,"1,3",1
췌뎬,ㅊㅜㅔㄷㅖㄴ,ㅊㄷ,缺点 ,,"1,3",1
췌딩,ㅊㅜㅔㄷㅣㅇ,ㅊㄷ,确定 ,,"4,4",1
췌리,ㅊㅜㅔㄹㅣ,ㅊㄹ,确立 ,,"4,4",1
췌ᄛᅥᆫ,ㅊㅜㅔㄹ`ㅓㄴ,ㅊㄹ`,确认 ,,"4,4",1
췌셴,ㅊㅜㅔㅅㅖㄴ,ㅊㅅ,缺陷 ,,"1,4",1
췌시,ㅊㅜㅔㅅㅣ,ㅊㅅ,缺席 ,,"1,2",1
췌신,ㅊㅜㅔㅅㅣㄴ,ㅊㅅ,确信 ,,"4,4",1
췌ᄵᅳ,ㅊㅜㅔㅅ`ᅳ,ㅊㅅ`,确实 ,,"4,2",1
췌쳬,ㅊㅜㅔㅊㅖ,ㅊㅊ,确切 ,,"4,4",1
취,ㅊㅜㅣ,ㅊ,去,去,4,1
취,ㅊㅜㅣ,ㅊ,趣,趣,4,6
취,ㅊㅜㅣ,ㅊ,曲,曲,3,4
취,ㅊㅜㅣ,ㅊ,取,取,3,2
취,ㅊㅜㅣ,ㅊ,曲,曲,1,5
취,ㅊㅜㅣ,ㅊ,区,區,1,3
취,ㅊㅜㅣ,ㅊ,屈,屈,1,7
취,ㅊㅜㅣ,ㅊ,趋,趨,1,8
취 다오,ㅊㅜㅣㄷㅏㅇㅗ,ㅊㄷㅇ,渠道 ,,"2,4",1
취 시아오,ㅊㅜㅣㅅㅣㅇㅏㅇㅗ,ㅊㅅㅇㅇ,取消 ,,"3,1",1
취 웨이,ㅊㅜㅣㅇㅜㅔㅇㅣ,ㅊㅇㅇ,趣味 ,,"4,4",1
취녠,ㅊㅜㅣㄴㅖㄴ,ㅊㄴ,去年 ,,"4,2",1
취디,ㅊㅜㅣㄷㅣ,ㅊㄷ,取缔 ,,"3,4",1
취볘,ㅊㅜㅣㅂㅖ,ㅊㅂ,区别 ,,"1,2",1
취ᄵᅳ,ㅊㅜㅣㅅ`ᅳ,ㅊㅅ`,趋势 ,,"1,4",1
취ᄵᅳ,ㅊㅜㅣㅅ`ᅳ,ㅊㅅ`,去世 ,,"4,4",2
취안,ㅊㅜㅣㅇㅏㄴ,ㅊㅇ,拳,拳,2,5
취안,ㅊㅜㅣㅇㅏㄴ,ㅊㅇ,全,全,2,1
취안,ㅊㅜㅣㅇㅏㄴ,ㅊㅇ,泉,泉,2,6
취안,ㅊㅜㅣㅇㅏㄴ,ㅊㅇ,券,券,4,2
취안,ㅊㅜㅣㅇㅏㄴ,ㅊㅇ,劝,勸,4,4
취안,ㅊㅜㅣㅇㅏㄴ,ㅊㅇ,圈,圈,1,3
취안 리,ㅊㅜㅣㅇㅏㄴㄹㅣ,ㅊㅇㄹ,权利 ,,"2,4",2
취안 리,ㅊㅜㅣㅇㅏㄴㄹㅣ,ㅊㅇㄹ,权力 ,,"2,4",1
취안 리,ㅊㅜㅣㅇㅏㄴㄹㅣ,ㅊㅇㄹ,全力,,"2,4",3
취안 리 이 ᅗᅮ,ㅊㅜㅣㅇㅏㄴㄹㅣㅇㅣㅍ`ᅮ,ㅊㅇㄹㅇㅍ`,全力以赴 ,,"2,4,3,4",1
취안 몐,ㅊㅜㅣㅇㅏㄴㅁㅖㄴ,ㅊㅇㅁ,全面 ,,"2,4",1
취안 부,ㅊㅜㅣㅇㅏㄴㅂㅜ,ㅊㅇㅂ,全部 ,,"2,4",1
취안 웨이,ㅊㅜㅣㅇㅏㄴㅇㅜㅔㅇㅣ,ㅊㅇㅇㅇ,权威 ,,"2,1",1
취안 쥐,ㅊㅜㅣㅇㅏㄴㅈㅜㅣ,ㅊㅇㅈ,全局 ,,"2,2",1
취안 쯔,ㅊㅜㅣㅇㅏㄴㅉㅡ,ㅊㅇㅉ,圈子 ,,"1,0",1
취안 타오,ㅊㅜㅣㅇㅏㄴㅌㅏㅇㅗ,ㅊㅇㅌㅇ,圈套 ,,"1,4",1
취안 터우,ㅊㅜㅣㅇㅏㄴㅌㅓㅇㅜ,ㅊㅇㅌㅇ,拳头 ,,"2,2",1
취위,ㅊㅜㅣㅇㅜㅣ,ㅊㅇ,区域 ,,"1,4",1
취져,ㅊㅜㅣㅈㅕ,ㅊㅈ,曲折 ,,"1,2",1
취쥬,ㅊㅜㅣㅈㅠ,ㅊㅈ,驱逐 ,,"1,2",1
쥐쥬,ㅈㅜㅣㅈㅠ,ㅈㅈ,居住 ,,"1,4",1
